date,ticker,gap_pct,open,prev_close,volume,stop,tgt,shares,outcome,exit,pnl,pct
2026-04-28,ALP,-3.51,0.2199999988079071,0.228,5603589,0.22329999879002568,0.2133999988436699,30303,STOP,0.22329999879002568,-99.9998994581393,-1.4999999999999876
2026-04-28,AMD,-6.8,311.875,334.63,35299684,316.55312499999997,302.51875,21,STOP,316.55312499999997,-98.24062499999928,-1.4999999999999891
2026-04-02,AMPX,-3.35,15.0,15.52,5950100,15.224999999999998,14.549999999999999,444,STOP,15.224999999999998,-99.89999999999905,-1.4999999999999858
2026-04-28,AMPX,-3.13,20.75,21.42,6190550,21.061249999999998,20.127499999999998,321,TARGET,20.127499999999998,199.82250000000073,3.000000000000011
2026-04-28,AMSC,-3.71,47.79999923706055,49.64,1355947,48.51699922561645,46.36599925994873,139,TARGET,46.36599925994873,199.3259968185426,3.0000000000000018
2026-04-02,APLD,-6.98,22.920000076293945,24.49,19745800,23.26380007743835,22.232400074005128,290,STOP,23.26380007743835,-99.70200033187754,-1.4999999999999833
2026-04-09,APLD,-6.26,26.049999237060547,27.79,35842900,26.440749225616454,25.26849925994873,255,STOP,26.440749225616454,-99.64124708175626,-1.4999999999999951
2026-04-28,APLD,-4.97,31.9950008392334,33.67,17412265,32.474925851821894,31.035150814056397,208,STOP,32.474925851821894,-99.82440261840702,-1.4999999999999822
2026-04-10,ARAI,-6.6,0.9699000120162964,1.03,21063700,0.9844485121965407,0.9408030116558075,6873,TARGET,0.9408030116558075,199.98368347764023,3.000000000000001
2026-04-15,ARAI,-38.79,1.0099999904632568,1.65,21454700,1.0251499903202055,0.9796999907493591,6600,STOP,1.0251499903202055,-99.98999905586108,-1.4999999999999798
2026-04-16,ARAI,-5.94,0.9401000142097473,1.01,9901000,0.9542015144228935,0.9118970137834549,7091,TARGET,0.9118970137834549,199.9874760228396,3.0000000000000004
2026-04-17,ARAI,-6.15,0.9599000215530396,1.04,5010900,0.974298521876335,0.9311030209064484,6945,STOP,0.974298521876335,-99.99758474528713,-1.4999999999999885
2026-04-20,ARAI,-4.71,0.8873999714851379,0.934,6646600,0.9007109710574149,0.8607779723405837,7512,TARGET,0.8607779723405837,199.98445757389123,3.000000000000008
2026-04-15,ASBP,-21.76,0.9312000274658203,1.19,5189600,0.9451680278778075,0.9032640266418457,7159,TARGET,0.9032640266418457,199.99382989883435,3.0000000000000018
2026-04-16,ASBP,-5.87,0.5099999904632568,0.545,25317400,0.5176499903202056,0.4946999907493591,13071,TARGET,0.4946999907493591,199.9862962603572,3.0000000000000044
2026-04-17,ASBP,-3.0,0.28999999165534973,0.3,7412400,0.29434999153017993,0.2812999919056892,22988,TARGET,0.2812999919056892,199.9955942451959,3.0000000000000075
2026-04-21,ASBP,-4.96,0.24869999289512634,0.262,207452000,0.25243049278855323,0.24123899310827254,26806,TARGET,0.24123899310827254,199.99956028640298,3.000000000000004
2026-04-23,ASBP,-6.31,0.2085999995470047,0.222,7565500,0.21172899954020974,0.20234199956059457,31959,STOP,0.21172899954020974,-99.99971078283986,-1.4999999999999851
2026-04-24,ASBP,-3.72,0.2070000022649765,0.215,4950600,0.21010500229895113,0.2007900021970272,32206,TARGET,0.2007900021970272,199.99926218837535,3.0000000000000053
2026-04-28,ASBP,-8.24,0.2248000055551529,0.245,14474108,0.22817200563848017,0.21805600538849831,29655,TARGET,0.21805600538849831,199.99332494214153,2.9999999999999964
2026-04-24,AUUD,-60.67,1.9900000095367432,5.06,11945800,2.0198500096797942,1.9303000092506408,3350,TARGET,1.9303000092506408,199.99500095844283,3.000000000000002
2026-04-27,AUUD,-4.92,1.7400000095367432,1.83,1542600,1.766100009679794,1.6878000092506409,3831,STOP,1.766100009679794,-99.98910054802806,-1.4999999999999867
